Day,SourceID,QuantityID,SourceTypeName,DailyAverage,TempAvg,TempMin,TempMax,Precip,WindSpeed,Pressure,is_holiday_full,is_holiday_half
2023-07-18,5,129,Satec_PM175,113917.0,29.5,25.0,34.0,0.0,10.6,1004.1,0,0
2023-07-19,5,129,Satec_PM175,114051.0,28.7,24.0,34.0,0.0,11.2,1003.6,0,0
2023-07-20,5,129,Satec_PM175,112565.0,28.6,24.0,33.0,0.0,11.0,1005.0,0,0
2023-07-21,5,129,Satec_PM175,96301.0,28.0,23.0,32.0,0.0,11.0,1007.2,0,0
2023-07-22,5,129,Satec_PM175,98773.0,28.6,24.5,33.0,0.0,11.8,1008.5,0,0
2023-07-23,5,129,Satec_PM175,118697.0,29.6,25.9,33.0,0.0,11.0,1006.4,0,0
2023-07-24,5,129,Satec_PM175,121982.0,30.6,26.8,35.0,0.0,10.3,1003.2,0,0
2023-07-25,5,129,Satec_PM175,124603.0,30.2,26.0,35.0,0.0,11.4,1001.8,0,0
2023-07-26,5,129,Satec_PM175,124116.0,30.2,26.0,34.0,0.0,10.3,1004.4,0,0
2023-07-27,5,129,Satec_PM175,112502.0,29.9,25.0,36.0,0.0,11.0,1006.2,0,0
2023-07-28,5,129,Satec_PM175,97534.0,29.1,24.0,34.0,0.0,10.5,1006.9,0,0
2023-07-29,5,129,Satec_PM175,99308.0,29.2,26.0,33.0,0.0,11.4,1005.8,0,0
2023-07-30,5,129,Satec_PM175,110581.0,28.5,24.9,32.0,0.0,11.9,1004.5,0,0
2023-07-31,5,129,Satec_PM175,116192.0,28.6,24.8,33.0,0.0,12.1,1003.7,0,0
2023-08-01,5,129,Satec_PM175,117645.0,29.1,25.7,33.0,0.0,10.7,1005.3,0,0
2023-08-02,5,129,Satec_PM175,113993.0,28.6,25.0,33.0,0.0,10.9,1008.1,0,0
2023-08-03,5,129,Satec_PM175,109263.0,27.9,24.0,31.0,0.0,11.6,1009.0,0,0
2023-08-04,5,129,Satec_PM175,102195.0,29.1,25.1,33.0,0.0,12.6,1008.3,0,0
2023-08-05,5,129,Satec_PM175,102735.0,29.1,24.8,32.0,0.0,13.0,1007.9,0,0
2023-08-06,5,129,Satec_PM175,113174.0,28.9,25.0,32.0,0.0,11.3,1008.6,0,0
2023-08-07,5,129,Satec_PM175,114638.0,28.3,24.0,32.0,0.0,11.6,1008.1,0,0
2023-08-08,5,129,Satec_PM175,109739.0,28.5,24.5,31.0,0.0,12.7,1006.2,0,0
2023-08-09,5,129,Satec_PM175,110612.0,28.7,23.8,32.0,0.0,11.7,1007.4,0,0
2023-08-10,5,129,Satec_PM175,111763.0,28.6,24.1,32.0,0.0,11.0,1009.9,0,0
2023-08-11,5,129,Satec_PM175,96671.0,28.7,24.8,31.0,0.0,12.9,1010.0,0,0
2023-08-12,5,129,Satec_PM175,103865.0,28.8,25.1,31.0,0.0,15.7,1007.3,0,0
2023-08-13,5,129,Satec_PM175,127238.0,30.4,27.7,32.0,0.0,13.5,1006.7,0,0
2023-08-14,5,129,Satec_PM175,127962.0,30.8,29.1,33.0,0.0,11.1,1008.8,0,0
2023-08-15,5,129,Satec_PM175,122290.0,29.9,28.0,32.0,0.0,11.7,1009.5,0,0
2023-08-16,5,129,Satec_PM175,120372.0,29.5,26.9,31.0,0.0,12.7,1007.6,0,0
2023-08-17,5,129,Satec_PM175,119893.0,29.3,26.2,32.0,0.0,12.1,1006.8,0,0
2023-08-18,5,129,Satec_PM175,101813.0,29.7,26.5,32.0,0.0,11.1,1007.6,0,0
2023-08-19,5,129,Satec_PM175,101237.0,29.3,26.4,32.0,0.0,12.0,1008.3,0,0
2023-08-20,5,129,Satec_PM175,111259.0,28.8,26.4,30.0,0.0,13.1,1007.7,0,0
2023-08-21,5,129,Satec_PM175,107159.0,28.2,25.1,31.0,0.0,11.7,1007.7,0,0
2023-08-22,5,129,Satec_PM175,109135.0,28.3,24.5,30.0,0.0,11.9,1008.3,0,0
2023-08-23,5,129,Satec_PM175,110150.0,28.8,25.1,31.0,0.0,11.7,1009.1,0,0
2023-08-24,5,129,Satec_PM175,107518.0,28.5,24.9,31.0,0.0,12.0,1009.6,0,0
2023-08-25,5,129,Satec_PM175,98124.0,28.5,25.1,31.0,0.1,12.0,1009.0,0,0
2023-08-26,5,129,Satec_PM175,97555.0,28.6,24.8,32.0,0.0,11.8,1008.8,0,0
2023-08-27,5,129,Satec_PM175,108402.0,28.7,25.0,32.0,0.0,11.1,1008.0,0,0
2023-08-28,5,129,Satec_PM175,110536.0,28.4,24.5,31.2,0.5,13.2,1006.7,0,0
2023-08-29,5,129,Satec_PM175,111857.0,28.5,24.9,31.0,2.2,12.5,1005.7,0,0
2023-08-30,5,129,Satec_PM175,113075.0,28.1,24.7,32.0,0.0,11.4,1008.9,0,0
2023-08-31,5,129,Satec_PM175,112711.0,27.9,24.1,31.0,0.0,11.2,1011.5,0,0
2023-09-01,5,129,Satec_PM175,96364.0,28.5,25.5,31.0,0.0,11.7,1011.9,0,0
2023-09-02,5,129,Satec_PM175,93275.0,27.6,23.7,30.0,0.0,11.0,1011.2,0,0
2023-09-03,5,129,Satec_PM175,107579.0,28.1,23.6,31.0,0.6,11.1,1008.9,0,0
2023-09-04,5,129,Satec_PM175,110866.0,27.3,23.4,31.0,0.0,11.4,1006.5,0,0
2023-09-05,5,129,Satec_PM175,111235.0,28.0,23.1,31.0,0.0,10.7,1008.2,0,0
2023-09-06,5,129,Satec_PM175,111644.0,28.3,23.8,33.0,0.0,11.9,1011.1,0,0
2023-09-07,5,129,Satec_PM175,108693.0,28.0,24.0,31.0,0.0,10.5,1010.3,0,0
2023-09-08,5,129,Satec_PM175,96220.0,28.0,22.0,33.0,0.0,10.4,1007.6,0,0
2023-09-09,5,129,Satec_PM175,98167.0,28.8,25.7,32.0,0.0,11.4,1009.3,0,0
2023-09-10,5,129,Satec_PM175,111028.0,27.9,23.9,31.0,0.7,11.6,1008.1,0,0
2023-09-11,5,129,Satec_PM175,108106.0,27.2,22.6,31.0,0.0,11.5,1006.3,0,0
2023-09-12,5,129,Satec_PM175,106649.0,28.9,23.7,34.0,0.0,11.7,1005.7,0,0
2023-09-13,5,129,Satec_PM175,108915.0,28.5,24.4,32.0,0.0,13.0,1008.9,0,0
2023-09-14,5,129,Satec_PM175,103672.0,27.6,22.8,31.0,0.0,11.5,1010.5,0,0
2023-09-15,5,129,Satec_PM175,84099.0,26.1,22.0,30.0,0.0,9.9,1011.0,0,1
2023-09-16,5,129,Satec_PM175,78827.0,25.8,20.7,30.0,0.0,10.8,1010.7,1,0
2023-09-17,5,129,Satec_PM175,85219.0,26.1,21.0,31.0,0.0,10.5,1009.1,1,0
2023-09-18,5,129,Satec_PM175,104145.0,26.6,21.6,30.0,0.0,9.5,1008.4,0,0
2023-09-19,5,129,Satec_PM175,99968.0,25.9,21.4,31.0,0.0,9.4,1009.1,0,0
2023-09-20,5,129,Satec_PM175,101239.0,26.0,21.3,30.0,0.0,10.1,1011.1,0,0
2023-09-21,5,129,Satec_PM175,102444.0,26.7,22.1,30.0,0.0,11.2,1011.2,0,0
2023-09-22,5,129,Satec_PM175,93474.0,26.9,22.8,30.0,0.0,10.2,1012.1,0,0
2023-09-23,5,129,Satec_PM175,93697.0,26.6,22.1,30.0,0.0,11.4,1010.9,0,0
2023-09-24,5,129,Satec_PM175,93172.0,26.9,23.0,32.0,0.0,7.8,1009.7,0,1
2023-09-25,5,129,Satec_PM175,91259.0,25.8,20.7,30.4,0.0,9.5,1010.3,1,0
2023-09-26,5,129,Satec_PM175,104964.0,26.4,21.9,31.0,0.0,9.3,1009.5,0,0
2023-09-27,5,129,Satec_PM175,103324.0,26.0,21.7,31.0,0.0,10.2,1011.3,0,0
2023-09-28,5,129,Satec_PM175,106982.0,26.4,21.5,30.0,0.0,11.6,1013.3,0,0
2023-09-29,5,129,Satec_PM175,97554.0,26.6,23.1,30.0,0.0,9.4,1014.7,0,1
2023-09-30,5,129,Satec_PM175,89380.0,25.8,20.6,30.0,0.0,9.8,1014.3,1,0
2023-10-01,5,129,Satec_PM175,100757.0,26.7,22.2,29.0,0.8,9.3,1012.8,0,1
2023-10-02,5,129,Satec_PM175,98580.0,25.5,21.4,29.0,0.6,10.9,1012.7,0,1
2023-10-03,5,129,Satec_PM175,98148.0,25.0,20.1,30.0,0.3,11.0,1014.3,0,1
2023-10-04,5,129,Satec_PM175,98695.0,24.4,19.7,29.0,0.0,10.0,1016.4,0,1
2023-10-05,5,129,Satec_PM175,97062.0,25.6,21.3,29.0,0.0,15.1,1015.8,0,1
2023-10-06,5,129,Satec_PM175,85844.0,25.8,21.6,29.0,0.0,13.4,1014.6,1,0
2023-10-07,5,129,Satec_PM175,73244.0,24.6,19.2,28.0,0.0,9.6,1015.1,0,0
2023-10-08,5,129,Satec_PM175,95483.0,24.7,19.6,29.0,0.0,10.3,1015.3,0,0
2023-10-09,5,129,Satec_PM175,96462.0,24.3,19.7,28.0,0.0,9.0,1015.0,0,0
2023-10-10,5,129,Satec_PM175,96422.0,24.8,20.3,28.0,2.2,9.4,1013.0,0,0
2023-10-11,5,129,Satec_PM175,91145.0,23.7,18.4,28.0,0.3,9.6,1013.3,0,0
2023-10-12,5,129,Satec_PM175,92259.0,23.6,17.4,28.0,0.0,9.5,1016.2,0,0
2023-10-13,5,129,Satec_PM175,80847.0,23.5,18.3,28.0,0.0,8.4,1017.3,0,0
2023-10-14,5,129,Satec_PM175,80228.0,23.6,18.7,28.0,0.0,10.1,1014.4,0,0
2023-10-15,5,129,Satec_PM175,88939.0,23.2,17.9,26.0,14.8,12.5,1012.5,0,0
2023-10-16,5,129,Satec_PM175,86754.0,23.0,16.9,28.0,2.4,11.9,1013.3,0,0
2023-10-17,5,129,Satec_PM175,85807.0,22.1,16.3,27.0,0.0,8.7,1015.1,0,0
2023-10-18,5,129,Satec_PM175,83511.0,22.2,16.8,27.0,0.6,8.8,1014.5,0,0
2023-10-19,5,129,Satec_PM175,87590.0,23.1,17.0,28.0,0.6,10.8,1015.1,0,0
2023-10-20,5,129,Satec_PM175,77726.0,22.1,16.5,27.0,0.0,10.3,1016.8,0,0
2023-10-21,5,129,Satec_PM175,74551.0,22.8,16.4,29.0,0.0,13.6,1015.9,0,0
2023-10-22,5,129,Satec_PM175,90354.0,25.4,20.5,34.0,0.0,13.9,1014.0,0,0
2023-10-23,5,129,Satec_PM175,90571.0,24.2,18.5,30.0,0.0,9.2,1013.5,0,0
2023-10-24,5,129,Satec_PM175,99214.0,23.9,19.0,28.0,0.0,9.4,1012.2,0,0
2023-10-25,5,129,Satec_PM175,93695.0,24.9,20.0,33.0,0.0,11.9,1013.0,0,0
2023-10-26,5,129,Satec_PM175,91513.0,27.0,20.1,36.0,0.0,13.8,1012.5,0,0
2023-10-27,5,129,Satec_PM175,79307.0,26.3,21.8,32.0,0.0,9.6,1011.5,0,0
2023-10-28,5,129,Satec_PM175,83823.0,25.0,20.0,31.0,0.0,8.2,1012.4,0,0
2023-10-29,5,129,Satec_PM175,89689.0,25.9,20.8,31.0,0.0,10.1,1013.0,0,0
2023-10-30,5,129,Satec_PM175,88192.0,27.2,22.2,33.0,0.0,15.6,1014.2,0,0
2023-10-31,5,129,Satec_PM175,86478.0,26.3,21.0,33.0,0.0,14.9,1013.8,0,0
2023-11-01,5,129,Satec_PM175,91808.0,25.6,20.1,32.0,0.7,11.2,1013.6,0,0
2023-11-02,5,129,Satec_PM175,92619.0,23.7,18.3,29.0,0.0,9.1,1014.4,0,0
2023-11-03,5,129,Satec_PM175,78539.0,22.4,17.8,27.0,0.0,8.2,1015.3,0,0
2023-11-04,5,129,Satec_PM175,75668.0,22.4,16.4,29.0,0.0,11.2,1014.3,0,0
2023-11-05,5,129,Satec_PM175,85516.0,22.6,16.7,28.0,0.0,11.0,1014.4,0,0
2023-11-06,5,129,Satec_PM175,87800.0,21.7,16.2,28.0,0.0,8.6,1017.3,0,0
2023-11-07,5,129,Satec_PM175,87162.0,21.6,16.0,26.0,0.0,9.1,1018.7,0,0
2023-11-08,5,129,Satec_PM175,84937.0,21.4,16.2,26.0,0.0,8.6,1017.2,0,0
2023-11-09,5,129,Satec_PM175,83209.0,21.1,16.1,26.0,0.0,9.1,1016.1,0,0
2023-11-10,5,129,Satec_PM175,74044.0,21.6,17.1,26.0,0.0,9.2,1017.0,0,0
2023-11-11,5,129,Satec_PM175,71033.0,21.4,16.0,26.0,0.0,9.0,1016.6,0,0
2023-11-12,5,129,Satec_PM175,75618.0,21.4,17.9,25.0,0.5,14.6,1016.1,0,0
2023-11-13,5,129,Satec_PM175,85991.0,23.1,18.1,29.0,0.0,12.0,1015.0,0,0
2023-11-14,5,129,Satec_PM175,85343.0,21.1,16.5,27.0,5.9,9.0,1012.8,0,0
2023-11-15,5,129,Satec_PM175,78469.0,19.9,15.6,25.0,0.0,7.2,1014.6,0,0
2023-11-16,5,129,Satec_PM175,80086.0,20.4,14.6,26.0,0.0,11.1,1016.5,0,0
2023-11-17,5,129,Satec_PM175,74655.0,20.9,16.2,26.0,1.2,7.5,1016.5,0,0
2023-11-18,5,129,Satec_PM175,71473.0,20.9,16.2,26.0,3.2,8.7,1013.0,0,0
2023-11-19,5,129,Satec_PM175,73002.0,17.5,14.2,19.5,77.6,17.7,1005.9,0,0
2023-11-20,5,129,Satec_PM175,69432.0,18.2,13.7,21.0,6.4,22.5,1009.9,0,0
2023-11-21,5,129,Satec_PM175,70047.0,18.1,12.6,23.0,0.0,10.2,1017.6,0,0
2023-11-22,5,129,Satec_PM175,64519.0,18.2,12.9,24.0,0.0,21.5,1017.6,0,0
2023-11-23,5,129,Satec_PM175,65001.0,20.2,14.0,25.0,0.0,19.4,1014.6,0,0
2023-11-24,5,129,Satec_PM175,57737.0,18.7,14.0,25.0,0.0,11.0,1012.1,0,0
2023-11-25,5,129,Satec_PM175,58763.0,18.7,15.1,23.0,0.0,16.7,1008.5,0,0
2023-11-26,5,129,Satec_PM175,70707.0,20.4,16.8,24.0,0.4,21.7,1009.8,0,0
2023-11-27,5,129,Satec_PM175,70047.0,17.8,11.2,21.0,5.2,21.5,1015.2,0,0
2023-11-28,5,129,Satec_PM175,67213.0,15.5,10.2,20.0,0.0,9.5,1019.8,0,0
2023-11-29,5,129,Satec_PM175,65871.0,16.6,11.0,23.0,0.0,12.9,1018.4,0,0
2023-11-30,5,129,Satec_PM175,68671.0,18.0,13.2,23.0,0.0,11.5,1018.8,0,0
2023-12-01,5,129,Satec_PM175,64627.0,16.8,11.3,22.0,0.0,10.0,1020.4,0,0
2023-12-02,5,129,Satec_PM175,61957.0,17.6,11.7,24.0,0.0,9.2,1019.5,0,0
2023-12-03,5,129,Satec_PM175,69783.0,19.8,12.8,26.0,0.0,16.4,1018.0,0,0
2023-12-04,5,129,Satec_PM175,74050.0,22.3,16.1,28.0,0.0,17.7,1015.8,0,0
2023-12-05,5,129,Satec_PM175,77572.0,20.4,13.6,26.0,7.0,10.1,1013.5,0,0
2023-12-06,5,129,Satec_PM175,79404.0,18.6,15.0,23.0,9.0,11.0,1014.6,0,0
2023-12-07,5,129,Satec_PM175,81029.0,17.9,14.0,22.0,1.3,10.2,1017.1,0,0
2023-12-08,5,129,Satec_PM175,70538.0,18.2,13.4,24.0,0.2,10.6,1012.2,0,0
2023-12-09,5,129,Satec_PM175,66401.0,16.2,12.9,20.0,6.3,10.4,1013.3,0,0
2023-12-10,5,129,Satec_PM175,72924.0,16.8,10.7,22.0,0.0,12.4,1016.5,0,0
2023-12-11,5,129,Satec_PM175,76165.0,17.4,12.4,23.0,0.0,11.5,1013.6,0,0
2023-12-12,5,129,Satec_PM175,74801.0,16.3,11.5,22.0,1.0,9.4,1013.6,0,0
2023-12-13,5,129,Satec_PM175,75494.0,16.5,12.1,21.0,9.1,11.8,1015.3,0,0
2023-12-14,5,129,Satec_PM175,73459.0,16.4,11.3,21.0,0.0,6.6,1021.2,0,0
2023-12-15,5,129,Satec_PM175,63936.0,16.3,11.8,22.0,0.0,13.6,1022.0,0,0
2023-12-16,5,129,Satec_PM175,60091.0,17.3,11.5,22.0,0.0,17.6,1020.6,0,0
2023-12-17,5,129,Satec_PM175,70623.0,16.5,9.9,22.0,0.0,8.2,1021.6,0,0
2023-12-18,5,129,Satec_PM175,68959.0,16.3,11.6,22.0,0.0,9.7,1020.6,0,0
2023-12-19,5,129,Satec_PM175,65336.0,14.9,10.6,21.0,0.0,11.3,1019.6,0,0
2023-12-20,5,129,Satec_PM175,64512.0,15.5,8.8,20.0,0.0,21.5,1017.1,0,0
2023-12-21,5,129,Satec_PM175,65031.0,16.3,11.5,19.0,0.3,24.8,1011.6,0,0
2023-12-22,5,129,Satec_PM175,61828.0,16.2,13.8,19.0,50.5,22.6,1009.3,0,0
2023-12-23,5,129,Satec_PM175,61745.0,17.0,14.5,19.0,70.8,20.3,1010.6,0,0
2023-12-24,5,129,Satec_PM175,70357.0,16.9,12.2,21.0,1.3,8.8,1017.0,0,0
2023-12-25,5,129,Satec_PM175,69081.0,15.4,10.9,22.0,0.1,7.0,1021.5,0,0
2023-12-26,5,129,Satec_PM175,70005.0,16.7,10.2,22.0,0.0,13.3,1021.6,0,0
2023-12-27,5,129,Satec_PM175,68716.0,18.9,14.6,22.0,0.3,22.8,1017.6,0,0
2023-12-28,5,129,Satec_PM175,71449.0,16.9,11.9,21.0,0.0,10.0,1020.0,0,0
2023-12-29,5,129,Satec_PM175,60371.0,16.2,11.4,22.0,0.0,11.4,1021.7,0,0
2023-12-30,5,129,Satec_PM175,58735.0,15.7,10.8,22.0,0.0,9.2,1021.4,0,0
2023-12-31,5,129,Satec_PM175,66430.0,15.9,10.7,22.0,0.0,10.4,1019.8,0,0
2024-01-01,5,129,Satec_PM175,66667.0,15.2,9.7,22.0,0.0,7.4,1020.3,0,0
2024-01-02,5,129,Satec_PM175,67663.0,15.3,10.9,20.0,0.4,6.8,1019.6,0,0
2024-01-03,5,129,Satec_PM175,72536.0,15.6,11.6,21.0,1.9,7.5,1019.9,0,0
2024-01-04,5,129,Satec_PM175,72581.0,16.0,11.7,21.0,0.0,8.0,1019.1,0,0
2024-01-05,5,129,Satec_PM175,63949.0,16.2,11.4,21.0,1.5,9.5,1019.7,0,0
2024-01-06,5,129,Satec_PM175,64532.0,17.1,13.2,22.0,0.0,9.7,1021.5,0,0
2024-01-07,5,129,Satec_PM175,67849.0,17.5,10.7,24.0,0.0,16.4,1018.0,0,0
2024-01-08,5,129,Satec_PM175,68758.0,16.5,11.8,24.0,0.0,9.2,1017.5,0,0
2024-01-09,5,129,Satec_PM175,69637.0,15.7,10.0,21.0,0.0,9.8,1015.2,0,0
2024-01-10,5,129,Satec_PM175,68419.0,15.4,11.7,20.0,13.4,13.4,1015.1,0,0
2024-01-11,5,129,Satec_PM175,69710.0,14.6,11.2,18.0,28.8,13.8,1014.7,0,0
2024-01-12,5,129,Satec_PM175,61900.0,15.4,11.8,19.0,28.0,17.4,1013.0,0,0
2024-01-13,5,129,Satec_PM175,58191.0,15.7,12.6,18.0,20.8,19.4,1010.0,0,0
2024-01-14,5,129,Satec_PM175,69743.0,14.9,10.6,19.0,23.6,10.5,1014.5,0,0
2024-01-15,5,129,Satec_PM175,69172.0,13.0,9.3,17.0,3.8,9.6,1021.7,0,0
2024-01-16,5,129,Satec_PM175,67306.0,13.8,9.5,20.0,0.0,9.9,1022.3,0,0
2024-01-17,5,129,Satec_PM175,68642.0,13.5,9.9,18.0,0.0,8.8,1020.6,0,0
2024-01-18,5,129,Satec_PM175,69665.0,14.1,9.5,20.0,0.0,8.1,1021.6,0,0
2024-01-19,5,129,Satec_PM175,61715.0,14.5,9.8,20.0,0.0,7.6,1021.0,0,0
2024-01-20,5,129,Satec_PM175,61053.0,14.5,9.2,22.0,0.0,7.9,1020.5,0,0
2024-01-21,5,129,Satec_PM175,68219.0,15.6,11.7,21.0,0.0,11.1,1016.4,0,0
2024-01-22,5,129,Satec_PM175,71678.0,16.9,11.9,23.0,0.7,13.5,1013.8,0,0
2024-01-23,5,129,Satec_PM175,75005.0,16.0,11.1,20.0,12.8,16.7,1015.5,0,0
2024-01-24,5,129,Satec_PM175,70371.0,13.6,9.8,18.0,13.4,7.9,1018.0,0,0
2024-01-25,5,129,Satec_PM175,68596.0,13.2,10.2,17.0,4.2,10.0,1017.4,0,0
2024-01-26,5,129,Satec_PM175,59206.0,13.5,9.4,17.0,25.6,13.8,1013.7,0,0
2024-01-27,5,129,Satec_PM175,54442.0,11.9,7.3,16.0,5.7,13.7,1016.4,0,0
2024-01-28,5,129,Satec_PM175,65894.0,11.6,7.2,16.0,11.8,10.4,1019.2,0,0
2024-01-29,5,129,Satec_PM175,66594.0,10.9,8.7,14.0,10.3,11.5,1017.6,0,0
2024-01-30,5,129,Satec_PM175,65807.0,10.6,9.0,12.0,30.4,18.1,1017.8,0,0
2024-01-31,5,129,Satec_PM175,65685.0,10.0,6.3,12.3,7.6,14.7,1021.0,0,0
2024-02-01,5,129,Satec_PM175,64706.0,9.4,6.0,13.0,5.5,11.0,1019.4,0,0
2024-02-02,5,129,Satec_PM175,56826.0,11.7,9.1,17.0,2.5,13.1,1018.5,0,0
2024-02-03,5,129,Satec_PM175,57828.0,12.0,9.1,16.0,6.4,12.6,1021.6,0,0
2024-02-04,5,129,Satec_PM175,69923.0,12.1,9.6,16.0,11.2,12.4,1022.5,0,0
2024-02-05,5,129,Satec_PM175,71991.0,13.2,9.3,17.0,8.0,11.5,1022.0,0,0
2024-02-06,5,129,Satec_PM175,68268.0,14.8,10.5,19.0,0.2,7.3,1024.4,0,0
2024-02-07,5,129,Satec_PM175,72822.0,14.8,9.5,20.0,0.0,8.2,1024.6,0,0
2024-02-08,5,129,Satec_PM175,69437.0,16.0,9.8,23.0,0.0,10.6,1019.8,0,0
2024-02-09,5,129,Satec_PM175,59673.0,14.2,8.9,20.0,0.8,7.2,1017.2,0,0
2024-02-10,5,129,Satec_PM175,58493.0,14.2,9.6,19.0,0.2,8.7,1019.2,0,0
2024-02-11,5,129,Satec_PM175,66814.0,14.0,7.7,21.0,0.0,9.2,1021.8,0,0
2024-02-12,5,129,Satec_PM175,67236.0,16.8,10.8,22.0,0.0,17.7,1017.0,0,0
2024-02-13,5,129,Satec_PM175,69157.0,18.0,14.3,22.0,1.5,16.6,1009.3,0,0
2024-02-14,5,129,Satec_PM175,70416.0,14.4,11.2,17.2,8.7,11.7,1008.9,0,0
2024-02-15,5,129,Satec_PM175,69411.0,12.8,9.7,17.0,4.4,11.1,1011.4,0,0
2024-02-16,5,129,Satec_PM175,58656.0,11.6,9.7,14.0,9.0,14.5,1014.1,0,0
2024-02-17,5,129,Satec_PM175,58905.0,12.9,10.1,16.0,5.2,14.0,1019.2,0,0
2024-02-18,5,129,Satec_PM175,69951.0,13.8,10.1,19.0,10.4,9.6,1020.8,0,0
2024-02-19,5,129,Satec_PM175,69526.0,14.0,9.1,18.0,6.5,10.7,1018.2,0,0
2024-02-20,5,129,Satec_PM175,68567.0,12.2,8.3,18.0,0.7,7.8,1019.8,0,0
2024-02-21,5,129,Satec_PM175,68188.0,13.5,8.3,19.0,0.0,9.3,1020.6,0,0
2024-02-22,5,129,Satec_PM175,67726.0,14.2,8.7,19.0,0.0,8.7,1019.7,0,0
2024-02-23,5,129,Satec_PM175,59414.0,14.1,9.6,18.0,0.0,8.6,1019.6,0,0
2024-02-24,5,129,Satec_PM175,60999.0,15.2,11.2,19.0,0.0,9.5,1018.8,0,0
2024-02-25,5,129,Satec_PM175,70780.0,14.5,9.6,19.0,0.1,8.9,1019.5,0,0
